date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-05-05,SKU0007,0.0,664.0,21,395.0
2025-05-12,SKU0007,0.0,0.0,21,395.0
2025-05-19,SKU0007,0.0,525.0,21,395.0
2025-05-26,SKU0007,0.0,,21,395.0
2025-06-02,SKU0007,0.0,553.0,21,395.0
2025-06-09,SKU0007,547.0,547.0,21,395.0
2025-06-16,SKU0007,387.0,0.0,21,395.0
2025-06-23,SKU0007,239.0,542.0,21,395.0
2025-06-30,SKU0007,104.0,0.0,21,395.0
2025-07-07,SKU0007,15.0,756.0,21,395.0
2025-07-14,SKU0007,0.0,789.0,21,395.0
2025-07-21,SKU0007,0.0,0.0,21,395.0
2025-07-28,SKU0007,0.0,492.0,21,395.0
2025-08-04,SKU0007,0.0,0.0,21,395.0
2025-08-11,SKU0007,0.0,758.0,21,395.0
2025-08-18,SKU0007,0.0,0.0,21,395.0
2025-08-25,SKU0007,0.0,0.0,21,395.0
2025-09-01,SKU0007,0.0,0.0,21,395.0
2025-09-08,SKU0007,0.0,765.0,21,395.0
2025-09-15,SKU0007,0.0,627.0,21,395.0
2025-09-22,SKU0007,531.0,531.0,21,395.0
2025-09-29,SKU0007,472.0,0.0,21,395.0
2025-10-06,SKU0007,405.0,0.0,21,395.0
2025-10-13,SKU0007,347.0,0.0,21,395.0
2025-10-20,SKU0007,287.0,710.0,21,395.0
2025-10-27,SKU0007,728.0,527.0,21,395.0
2025-11-03,SKU0007,643.0,0.0,21,395.0
2025-11-10,SKU0007,563.0,0.0,21,395.0
2025-11-17,SKU0007,469.0,0.0,21,395.0
2025-11-24,SKU0007,406.0,0.0,21,395.0
2025-12-01,SKU0007,315.0,0.0,21,395.0
2025-12-08,SKU0007,231.0,780.0,21,395.0
2025-12-15,SKU0007,133.0,669.0,21,395.0
2025-12-22,SKU0007,571.0,556.0,21,395.0
2024-05-27,SKU0008,321.0,785.0,10,487.0
2024-06-03,SKU0008,0.0,0.0,10,487.0
2024-06-10,SKU0008,615.0,615.0,10,487.0
2024-06-17,SKU0008,126.0,963.0,10,487.0
2024-06-24,SKU0008,0.0,647.0,10,487.0
2024-07-01,SKU0008,601.0,601.0,10,487.0
2024-07-08,SKU0008,359.0,680.0,10,487.0
2024-07-15,SKU0008,137.0,761.0,10,487.0
2024-07-22,SKU0008,0.0,0.0,10,487.0
2024-07-29,SKU0008,0.0,712.0,10,487.0
2024-08-05,SKU0008,0.0,,10,487.0
2024-08-12,SKU0008,0.0,0.0,10,487.0
2024-08-19,SKU0008,0.0,853.0,10,487.0
2024-08-26,SKU0008,0.0,0.0,10,487.0
2024-09-02,SKU0008,0.0,0.0,10,487.0
2024-09-09,SKU0008,0.0,620.0,10,487.0
2024-09-16,SKU0008,0.0,0.0,10,487.0
2024-09-23,SKU0008,603.0,603.0,10,487.0
2024-09-30,SKU0008,460.0,797.0,10,487.0
2024-10-07,SKU0008,323.0,690.0,10,487.0
2024-10-14,SKU0008,963.0,811.0,10,487.0
2024-10-21,SKU0008,797.0,0.0,10,487.0
2024-10-28,SKU0008,556.0,0.0,10,487.0
2024-11-04,SKU0008,1190.0,918.0,10,487.0
2024-11-11,SKU0008,937.0,0.0,10,487.0
2024-11-18,SKU0008,693.0,0.0,10,487.0
2024-11-25,SKU0008,497.0,0.0,10,487.0
2024-12-02,SKU0008,262.0,0.0,10,487.0
2024-12-09,SKU0008,33.0,0.0,10,487.0
2024-12-16,SKU0008,0.0,0.0,10,487.0
2024-12-23,SKU0008,0.0,0.0,10,487.0
2024-12-30,SKU0008,0.0,0.0,10,487.0
2025-01-06,SKU0008,754.0,754.0,10,487.0
2025-01-13,SKU0008,489.0,0.0,10,487.0
2025-01-20,SKU0008,118.0,0.0,10,487.0
2025-01-27,SKU0008,0.0,709.0,10,487.0
2025-02-03,SKU0008,0.0,973.0,10,487.0
2025-02-10,SKU0008,0.0,802.0,10,487.0
2025-02-17,SKU0008,0.0,0.0,10,487.0
2025-02-24,SKU0008,725.0,725.0,10,487.0
2025-03-03,SKU0008,413.0,862.0,10,487.0
2025-03-10,SKU0008,117.0,0.0,10,487.0
2025-03-17,SKU0008,0.0,0.0,10,487.0
2025-03-24,SKU0008,751.0,751.0,10,487.0
2025-03-31,SKU0008,394.0,0.0,10,487.0
2025-04-07,SKU0008,73.0,0.0,10,487.0
2025-04-14,SKU0008,0.0,0.0,10,487.0
2025-04-21,SKU0008,0.0,0.0,10,487.0
2025-04-28,SKU0008,0.0,704.0,10,487.0
2025-05-05,SKU0008,0.0,874.0,10,487.0
2025-05-12,SKU0008,0.0,683.0,10,487.0
2025-05-19,SKU0008,0.0,685.0,10,487.0
2025-05-26,SKU0008,0.0,782.0,10,487.0
2025-06-02,SKU0008,0.0,0.0,10,487.0
2025-06-09,SKU0008,0.0,0.0,10,487.0
2025-06-16,SKU0008,0.0,0.0,10,487.0
2025-06-23,SKU0008,658.0,658.0,10,487.0
2025-06-30,SKU0008,312.0,626.0,10,487.0
2025-07-07,SKU0008,783.0,729.0,10,487.0
2025-07-14,SKU0008,518.0,0.0,10,487.0
2025-07-21,SKU0008,311.0,0.0,10,487.0
2025-07-28,SKU0008,95.0,0.0,10,487.0
2025-08-04,SKU0008,0.0,0.0,10,487.0
2025-08-11,SKU0008,0.0,0.0,10,487.0
2025-08-18,SKU0008,0.0,925.0,10,487.0
2025-08-25,SKU0008,0.0,641.0,10,487.0
2025-09-01,SKU0008,0.0,879.0,10,487.0
2025-09-08,SKU0008,0.0,0.0,10,487.0
2025-09-15,SKU0008,0.0,0.0,10,487.0
2025-09-22,SKU0008,0.0,698.0,10,487.0
2025-09-29,SKU0008,0.0,907.0,10,487.0
2025-10-06,SKU0008,0.0,625.0,10,487.0
2025-10-13,SKU0008,0.0,890.0,10,487.0
2025-10-20,SKU0008,0.0,0.0,10,487.0
2025-10-27,SKU0008,0.0,0.0,10,487.0
2025-11-03,SKU0008,772.0,772.0,10,487.0
2025-11-10,SKU0008,503.0,0.0,10,487.0
2025-11-17,SKU0008,238.0,0.0,10,487.0
2025-11-24,SKU0008,968.0,901.0,10,487.0
2025-12-01,SKU0008,744.0,0.0,10,487.0
2025-12-08,SKU0008,553.0,0.0,10,487.0
2025-12-15,SKU0008,331.0,663.0,10,487.0
2025-12-22,SKU0008,67.0,0.0,10,487.0
2024-12-02,SKU0009,330.0,197.0,7,160.0
2024-12-09,SKU0009,213.0,0.0,7,160.0
2024-12-16,SKU0009,123.0,287.0,7,160.0
2024-12-23,SKU0009,2.0,0.0,7,160.0
2024-12-30,SKU0009,0.0,253.0,7,160.0
2025-01-06,SKU0009,0.0,0.0,7,160.0
2025-01-13,SKU0009,253.0,253.0,7,160.0
2025-01-20,SKU0009,372.0,293.0,7,160.0
2025-01-27,SKU0009,220.0,0.0,7,160.0
2025-02-03,SKU0009,295.0,254.0,7,160.0
2025-02-10,SKU0009,155.0,0.0,7,160.0
2025-02-17,SKU0009,31.0,204.0,7,160.0
2025-02-24,SKU0009,0.0,202.0,7,160.0
2025-03-03,SKU0009,0.0,0.0,7,160.0
2025-03-10,SKU0009,0.0,249.0,7,160.0
2025-03-17,SKU0009,0.0,236.0,7,160.0
2025-03-24,SKU0009,230.0,230.0,7,160.0
2025-03-31,SKU0009,376.0,305.0,7,160.0
2025-04-07,SKU0009,237.0,0.0,7,160.0
2025-04-14,SKU0009,92.0,0.0,7,160.0
2025-04-21,SKU0009,0.0,0.0,7,160.0
2025-04-28,SKU0009,0.0,274.0,7,160.0
2025-05-05,SKU0009,198.0,198.0,7,160.0
2025-05-12,SKU0009,27.0,0.0,7,160.0
2025-05-19,SKU0009,0.0,264.0,7,160.0
2025-05-26,SKU0009,0.0,0.0,7,160.0
2025-06-02,SKU0009,0.0,227.0,7,160.0
2025-06-09,SKU0009,271.0,271.0,7,160.0
2025-06-16,SKU0009,86.0,0.0,7,160.0
2025-06-23,SKU0009,0.0,0.0,7,160.0
2025-06-30,SKU0009,0.0,0.0,7,160.0
2025-07-07,SKU0009,281.0,281.0,7,160.0
2025-07-14,SKU0009,161.0,0.0,7,160.0
2025-07-21,SKU0009,39.0,0.0,7,160.0
2025-07-28,SKU0009,0.0,249.0,7,160.0
2025-08-04,SKU0009,0.0,0.0,7,160.0
2025-08-11,SKU0009,0.0,0.0,7,160.0
2025-08-18,SKU0009,0.0,0.0,7,160.0
2025-08-25,SKU0009,299.0,299.0,7,160.0
2025-09-01,SKU0009,204.0,0.0,7,160.0
2025-09-08,SKU0009,125.0,252.0,7,160.0
2025-09-15,SKU0009,34.0,256.0,7,160.0
2025-09-22,SKU0009,0.0,195.0,7,160.0
2025-09-29,SKU0009,0.0,0.0,7,160.0
2025-10-06,SKU0009,0.0,258.0,7,160.0
2025-10-13,SKU0009,0.0,0.0,7,160.0
2025-10-20,SKU0009,0.0,283.0,7,160.0
2025-10-27,SKU0009,0.0,0.0,7,160.0
2025-11-03,SKU0009,0.0,0.0,7,160.0
2025-11-10,SKU0009,0.0,262.0,7,160.0
2025-11-17,SKU0009,0.0,281.0,7,160.0
2025-11-24,SKU0009,0.0,223.0,7,160.0
2025-12-01,SKU0009,0.0,0.0,7,160.0
2025-12-08,SKU0009,222.0,222.0,7,160.0
2025-12-15,SKU0009,102.0,0.0,7,160.0
2025-12-22,SKU0009,0.0,0.0,7,160.0
2024-03-04,SKU0010,132.0,0.0,10,88.0
2024-03-11,SKU0010,74.0,153.0,10,88.0
2024-03-18,SKU0010,16.0,154.0,10,88.0
2024-03-25,SKU0010,0.0,131.0,10,88.0
2024-04-01,SKU0010,0.0,161.0,10,88.0
2024-04-08,SKU0010,0.0,0.0,10,88.0
2024-04-15,SKU0010,148.0,148.0,10,88.0
2024-04-22,SKU0010,242.0,155.0,10,88.0
2024-04-29,SKU0010,169.0,0.0,10,88.0
2024-05-06,SKU0010,109.0,0.0,10,88.0
2024-05-13,SKU0010,209.0,167.0,10,88.0
2024-05-20,SKU0010,148.0,0.0,10,88.0
2024-05-27,SKU0010,92.0,0.0,10,88.0
2024-06-03,SKU0010,37.0,0.0,10,88.0
2024-06-10,SKU0010,0.0,0.0,10,88.0
2024-06-17,SKU0010,0.0,162.0,10,88.0
2024-06-24,SKU0010,0.0,0.0,10,88.0
2024-07-01,SKU0010,0.0,149.0,10,88.0
2024-07-08,SKU0010,0.0,0.0,10,88.0
2024-07-15,SKU0010,0.0,0.0,10,88.0
2024-07-22,SKU0010,0.0,0.0,10,88.0
2024-07-29,SKU0010,0.0,0.0,10,88.0
2024-08-05,SKU0010,128.0,128.0,10,88.0
2024-08-12,SKU0010,86.0,120.0,10,88.0
2024-08-19,SKU0010,217.0,171.0,10,88.0
2024-08-26,SKU0010,187.0,,10,88.0
2024-09-02,SKU0010,149.0,0.0,10,88.0
2024-09-09,SKU0010,110.0,0.0,10,88.0
2024-09-16,SKU0010,203.0,123.0,10,88.0
2024-09-23,SKU0010,165.0,0.0,10,88.0
2024-09-30,SKU0010,135.0,0.0,10,88.0
2024-10-07,SKU0010,109.0,0.0,10,88.0
2024-10-14,SKU0010,81.0,0.0,10,88.0
2024-10-21,SKU0010,51.0,0.0,10,88.0
2024-10-28,SKU0010,17.0,0.0,10,88.0
2024-11-04,SKU0010,0.0,0.0,10,88.0
2024-11-11,SKU0010,131.0,131.0,10,88.0
2024-11-18,SKU0010,97.0,0.0,10,88.0
2024-11-25,SKU0010,68.0,0.0,10,88.0
2024-12-02,SKU0010,190.0,160.0,10,88.0
2024-12-09,SKU0010,152.0,0.0,10,88.0
2024-12-16,SKU0010,110.0,0.0,10,88.0
2024-12-23,SKU0010,66.0,117.0,10,88.0
2024-12-30,SKU0010,135.0,108.0,10,88.0
2025-01-06,SKU0010,90.0,0.0,10,88.0
2025-01-13,SKU0010,37.0,157.0,10,88.0
2025-01-20,SKU0010,0.0,106.0,10,88.0
2025-01-27,SKU0010,0.0,0.0,10,88.0
2025-02-03,SKU0010,0.0,0.0,10,88.0
2025-02-10,SKU0010,0.0,158.0,10,88.0
2025-02-17,SKU0010,141.0,141.0,10,88.0
2025-02-24,SKU0010,90.0,0.0,10,88.0
2025-03-03,SKU0010,38.0,130.0,10,88.0
2025-03-10,SKU0010,0.0,0.0,10,88.0
2025-03-17,SKU0010,167.0,167.0,10,88.0
2025-03-24,SKU0010,115.0,0.0,10,88.0
2025-03-31,SKU0010,190.0,142.0,10,88.0
2025-04-07,SKU0010,124.0,0.0,10,88.0
2025-04-14,SKU0010,49.0,0.0,10,88.0
2025-04-21,SKU0010,0.0,0.0,10,88.0
2025-04-28,SKU0010,141.0,141.0,10,88.0
2025-05-05,SKU0010,198.0,125.0,10,88.0
2025-05-12,SKU0010,136.0,0.0,10,88.0
2025-05-19,SKU0010,74.0,133.0,10,88.0
2025-05-26,SKU0010,28.0,138.0,10,88.0
2025-06-02,SKU0010,0.0,139.0,10,88.0
2025-06-09,SKU0010,0.0,137.0,10,88.0
2025-06-16,SKU0010,0.0,0.0,10,88.0
2025-06-23,SKU0010,0.0,0.0,10,88.0
2025-06-30,SKU0010,0.0,0.0,10,88.0
2025-07-07,SKU0010,164.0,164.0,10,88.0
2025-07-14,SKU0010,122.0,0.0,10,88.0
2025-07-21,SKU0010,73.0,120.0,10,88.0
2025-07-28,SKU0010,27.0,0.0,10,88.0
2025-08-04,SKU0010,121.0,121.0,10,88.0
2025-08-11,SKU0010,82.0,0.0,10,88.0
2025-08-18,SKU0010,51.0,113.0,10,88.0
2025-08-25,SKU0010,22.0,0.0,10,88.0
2025-09-01,SKU0010,0.0,115.0,10,88.0
2025-09-08,SKU0010,0.0,0.0,10,88.0
2025-09-15,SKU0010,0.0,128.0,10,88.0
2025-09-22,SKU0010,0.0,0.0,10,88.0
2025-09-29,SKU0010,0.0,111.0,10,88.0
2025-10-06,SKU0010,0.0,124.0,10,88.0
2025-10-13,SKU0010,124.0,124.0,10,88.0
2025-10-20,SKU0010,96.0,0.0,10,88.0
2025-10-27,SKU0010,60.0,169.0,10,88.0
2025-11-03,SKU0010,144.0,116.0,10,88.0
2025-11-10,SKU0010,118.0,0.0,10,88.0
2025-11-17,SKU0010,206.0,123.0,10,88.0
2025-11-24,SKU0010,170.0,0.0,10,88.0
2025-12-01,SKU0010,134.0,0.0,10,88.0
2025-12-08,SKU0010,93.0,0.0,10,88.0
2025-12-15,SKU0010,53.0,0.0,10,88.0
2025-12-22,SKU0010,8.0,123.0,10,88.0
2024-10-07,SKU0011,463.0,0.0,14,472.0
2024-10-14,SKU0011,356.0,635.0,14,472.0
2024-10-21,SKU0011,244.0,883.0,14,472.0
2024-10-28,SKU0011,99.0,750.0,14,472.0
2024-11-04,SKU0011,0.0,,14,472.0
2024-11-11,SKU0011,0.0,894.0,14,472.0
2024-11-18,SKU0011,0.0,859.0,14,472.0
2024-11-25,SKU0011,0.0,609.0,14,472.0
2024-12-02,SKU0011,702.0,702.0,14,472.0
2024-12-09,SKU0011,542.0,0.0,14,472.0
2024-12-16,SKU0011,393.0,916.0,14,472.0
2024-12-23,SKU0011,253.0,0.0,14,472.0
2024-12-30,SKU0011,117.0,817.0,14,472.0
2025-01-06,SKU0011,0.0,0.0,14,472.0
2025-01-13,SKU0011,0.0,615.0,14,472.0
2025-01-20,SKU0011,0.0,0.0,14,472.0
2025-01-27,SKU0011,0.0,0.0,14,472.0
2025-02-03,SKU0011,648.0,648.0,14,472.0
2025-02-10,SKU0011,1048.0,663.0,14,472.0
2025-02-17,SKU0011,820.0,0.0,14,472.0
2025-02-24,SKU0011,650.0,0.0,14,472.0
2025-03-03,SKU0011,462.0,0.0,14,472.0
2025-03-10,SKU0011,1088.0,816.0,14,472.0
2025-03-17,SKU0011,837.0,0.0,14,472.0
2025-03-24,SKU0011,603.0,0.0,14,472.0
2025-03-31,SKU0011,386.0,0.0,14,472.0
2025-04-07,SKU0011,172.0,596.0,14,472.0
2025-04-14,SKU0011,719.0,719.0,14,472.0
2025-04-21,SKU0011,512.0,0.0,14,472.0
2025-04-28,SKU0011,295.0,573.0,14,472.0
2025-05-05,SKU0011,87.0,0.0,14,472.0
2025-05-12,SKU0011,0.0,622.0,14,472.0
2025-05-19,SKU0011,0.0,917.0,14,472.0
2025-05-26,SKU0011,0.0,726.0,14,472.0
2025-06-02,SKU0011,0.0,0.0,14,472.0
2025-06-09,SKU0011,0.0,651.0,14,472.0
2025-06-16,SKU0011,728.0,728.0,14,472.0
2025-06-23,SKU0011,1342.0,881.0,14,472.0
2025-06-30,SKU0011,1114.0,0.0,14,472.0
2025-07-07,SKU0011,957.0,0.0,14,472.0
2025-07-14,SKU0011,811.0,0.0,14,472.0
2025-07-21,SKU0011,679.0,0.0,14,472.0
2025-07-28,SKU0011,562.0,0.0,14,472.0
2025-08-04,SKU0011,403.0,698.0,14,472.0
2025-08-11,SKU0011,249.0,657.0,14,472.0
2025-08-18,SKU0011,123.0,820.0,14,472.0
2025-08-25,SKU0011,0.0,0.0,14,472.0
2025-09-01,SKU0011,0.0,613.0,14,472.0
2025-09-08,SKU0011,0.0,791.0,14,472.0
2025-09-15,SKU0011,0.0,0.0,14,472.0
2025-09-22,SKU0011,735.0,735.0,14,472.0
2025-09-29,SKU0011,612.0,0.0,14,472.0
2025-10-06,SKU0011,473.0,0.0,14,472.0
2025-10-13,SKU0011,336.0,821.0,14,472.0
2025-10-20,SKU0011,223.0,0.0,14,472.0
2025-10-27,SKU0011,66.0,642.0,14,472.0
2025-11-03,SKU0011,0.0,0.0,14,472.0
2025-11-10,SKU0011,0.0,664.0,14,472.0
2025-11-17,SKU0011,0.0,699.0,14,472.0
2025-11-24,SKU0011,678.0,678.0,14,472.0
2025-12-01,SKU0011,468.0,0.0,14,472.0
2025-12-08,SKU0011,255.0,0.0,14,472.0
2025-12-15,SKU0011,52.0,0.0,14,472.0
2025-12-22,SKU0011,0.0,646.0,14,472.0
2024-07-29,SKU0012,380.0,342.0,21,259.0
2024-08-05,SKU0012,306.0,0.0,21,259.0
2024-08-12,SKU0012,239.0,390.0,21,259.0
2024-08-19,SKU0012,180.0,0.0,21,259.0
2024-08-26,SKU0012,564.0,446.0,21,259.0
2024-09-02,SKU0012,513.0,0.0,21,259.0
2024-09-09,SKU0012,456.0,0.0,21,259.0
2024-09-16,SKU0012,398.0,0.0,21,259.0
2024-09-23,SKU0012,339.0,0.0,21,259.0
2024-09-30,SKU0012,289.0,0.0,21,259.0
2024-10-07,SKU0012,594.0,358.0,21,259.0
2024-10-14,SKU0012,550.0,0.0,21,259.0
2024-10-21,SKU0012,501.0,0.0,21,259.0
2024-10-28,SKU0012,450.0,0.0,21,259.0
2024-11-04,SKU0012,400.0,0.0,21,259.0
2024-11-11,SKU0012,350.0,0.0,21,259.0
2024-11-18,SKU0012,289.0,0.0,21,259.0
2024-11-25,SKU0012,230.0,0.0,21,259.0
2024-12-02,SKU0012,166.0,341.0,21,259.0
2024-12-09,SKU0012,96.0,368.0,21,259.0
2024-12-16,SKU0012,33.0,0.0,21,259.0
2024-12-23,SKU0012,415.0,415.0,21,259.0
2024-12-30,SKU0012,349.0,0.0,21,259.0
2025-01-06,SKU0012,278.0,0.0,21,259.0
2025-01-13,SKU0012,198.0,0.0,21,259.0
2025-01-20,SKU0012,106.0,0.0,21,259.0
2025-01-27,SKU0012,0.0,0.0,21,259.0
2025-02-03,SKU0012,0.0,0.0,21,259.0
2025-02-10,SKU0012,0.0,396.0,21,259.0
2025-02-17,SKU0012,0.0,490.0,21,259.0
2025-02-24,SKU0012,488.0,488.0,21,259.0
2025-03-03,SKU0012,409.0,0.0,21,259.0
2025-03-10,SKU0012,322.0,0.0,21,259.0
2025-03-17,SKU0012,232.0,0.0,21,259.0
2025-03-24,SKU0012,613.0,455.0,21,259.0
2025-03-31,SKU0012,534.0,0.0,21,259.0
2025-04-07,SKU0012,437.0,0.0,21,259.0
2025-04-14,SKU0012,353.0,0.0,21,259.0
2025-04-21,SKU0012,257.0,491.0,21,259.0
2025-04-28,SKU0012,151.0,461.0,21,259.0
2025-05-05,SKU0012,61.0,0.0,21,259.0
2025-05-12,SKU0012,0.0,331.0,21,259.0
2025-05-19,SKU0012,405.0,405.0,21,259.0
2025-05-26,SKU0012,321.0,0.0,21,259.0
2025-06-02,SKU0012,228.0,365.0,21,259.0
2025-06-09,SKU0012,551.0,412.0,21,259.0
2025-06-16,SKU0012,465.0,0.0,21,259.0
2025-06-23,SKU0012,363.0,0.0,21,259.0
2025-06-30,SKU0012,274.0,0.0,21,259.0
2025-07-07,SKU0012,193.0,415.0,21,259.0
2025-07-14,SKU0012,122.0,0.0,21,259.0
2025-07-21,SKU0012,527.0,464.0,21,259.0
2025-07-28,SKU0012,461.0,0.0,21,259.0
2025-08-04,SKU0012,411.0,0.0,21,259.0
2025-08-11,SKU0012,353.0,0.0,21,259.0
2025-08-18,SKU0012,307.0,0.0,21,259.0
2025-08-25,SKU0012,262.0,0.0,21,259.0
2025-09-01,SKU0012,214.0,0.0,21,259.0
2025-09-08,SKU0012,166.0,0.0,21,259.0
2025-09-15,SKU0012,116.0,0.0,21,259.0
2025-09-22,SKU0012,69.0,0.0,21,259.0
2025-09-29,SKU0012,24.0,352.0,21,259.0
2025-10-06,SKU0012,0.0,435.0,21,259.0
2025-10-13,SKU0012,0.0,0.0,21,259.0
2025-10-20,SKU0012,0.0,0.0,21,259.0
2025-10-27,SKU0012,0.0,0.0,21,259.0
2025-11-03,SKU0012,0.0,510.0,21,259.0
2025-11-10,SKU0012,0.0,0.0,21,259.0
2025-11-17,SKU0012,0.0,0.0,21,259.0
2025-11-24,SKU0012,0.0,0.0,21,259.0
2025-12-01,SKU0012,0.0,436.0,21,259.0
2025-12-08,SKU0012,0.0,0.0,21,259.0
2025-12-15,SKU0012,0.0,444.0,21,259.0
2025-12-22,SKU0012,0.0,0.0,21,259.0
2024-12-02,SKU0013,511.0,0.0,10,593.0
2024-12-09,SKU0013,136.0,748.0,10,593.0
2024-12-16,SKU0013,0.0,740.0,10,593.0
2024-12-23,SKU0013,0.0,0.0,10,593.0
2024-12-30,SKU0013,895.0,895.0,10,593.0
2025-01-06,SKU0013,587.0,1070.0,10,593.0
2025-01-13,SKU0013,1322.0,1059.0,10,593.0
2025-01-20,SKU0013,950.0,0.0,10,593.0
2025-01-27,SKU0013,506.0,819.0,10,593.0
2025-02-03,SKU0013,46.0,0.0,10,593.0
2025-02-10,SKU0013,0.0,1028.0,10,593.0
2025-02-17,SKU0013,0.0,0.0,10,593.0
2025-02-24,SKU0013,0.0,1013.0,10,593.0
2025-03-03,SKU0013,0.0,0.0,10,593.0
2025-03-10,SKU0013,1111.0,1111.0,10,593.0
2025-03-17,SKU0013,779.0,0.0,10,593.0
2025-03-24,SKU0013,1425.0,1045.0,10,593.0
2025-03-31,SKU0013,1057.0,0.0,10,593.0
2025-04-07,SKU0013,690.0,0.0,10,593.0
2025-04-14,SKU0013,273.0,0.0,10,593.0
2025-04-21,SKU0013,0.0,0.0,10,593.0
2025-04-28,SKU0013,0.0,0.0,10,593.0
2025-05-05,SKU0013,0.0,0.0,10,593.0
2025-05-12,SKU0013,887.0,887.0,10,593.0
2025-05-19,SKU0013,1705.0,1144.0,10,593.0
2025-05-26,SKU0013,1312.0,0.0,10,593.0
2025-06-02,SKU0013,860.0,0.0,10,593.0
2025-06-09,SKU0013,450.0,0.0,10,593.0
2025-06-16,SKU0013,0.0,1030.0,10,593.0
2025-06-23,SKU0013,0.0,0.0,10,593.0
2025-06-30,SKU0013,0.0,973.0,10,593.0
2025-07-07,SKU0013,0.0,,10,593.0
2025-07-14,SKU0013,0.0,768.0,10,593.0
2025-07-21,SKU0013,0.0,0.0,10,593.0
2025-07-28,SKU0013,0.0,863.0,10,593.0
2025-08-04,SKU0013,0.0,0.0,10,593.0
2025-08-11,SKU0013,0.0,0.0,10,593.0
2025-08-18,SKU0013,0.0,935.0,10,593.0
2025-08-25,SKU0013,0.0,0.0,10,593.0
2025-09-01,SKU0013,0.0,0.0,10,593.0
2025-09-08,SKU0013,0.0,1041.0,10,593.0
2025-09-15,SKU0013,1022.0,1022.0,10,593.0
2025-09-22,SKU0013,817.0,0.0,10,593.0
2025-09-29,SKU0013,637.0,0.0,10,593.0
2025-10-06,SKU0013,440.0,1010.0,10,593.0
2025-10-13,SKU0013,245.0,810.0,10,593.0
2025-10-20,SKU0013,35.0,887.0,10,593.0
2025-10-27,SKU0013,0.0,1029.0,10,593.0
2025-11-03,SKU0013,822.0,822.0,10,593.0
2025-11-10,SKU0013,551.0,980.0,10,593.0
2025-11-17,SKU0013,263.0,1157.0,10,593.0
2025-11-24,SKU0013,28.0,0.0,10,593.0
2025-12-01,SKU0013,0.0,1053.0,10,593.0
2025-12-08,SKU0013,0.0,911.0,10,593.0
2025-12-15,SKU0013,1080.0,1080.0,10,593.0
2025-12-22,SKU0013,709.0,0.0,10,593.0
2024-03-25,SKU0014,23.0,165.0,7,85.0
2024-04-01,SKU0014,122.0,122.0,7,85.0
2024-04-08,SKU0014,68.0,0.0,7,85.0
2024-04-15,SKU0014,0.0,0.0,7,85.0
2024-04-22,SKU0014,0.0,0.0,7,85.0
2024-04-29,SKU0014,0.0,168.0,7,85.0
2024-05-06,SKU0014,0.0,0.0,7,85.0
2024-05-13,SKU0014,0.0,0.0,7,85.0
2024-05-20,SKU0014,109.0,109.0,7,85.0
2024-05-27,SKU0014,31.0,153.0,7,85.0
2024-06-03,SKU0014,0.0,132.0,7,85.0
2024-06-10,SKU0014,107.0,107.0,7,85.0
2024-06-17,SKU0014,8.0,0.0,7,85.0
2024-06-24,SKU0014,0.0,106.0,7,85.0
2024-07-01,SKU0014,0.0,0.0,7,85.0
2024-07-08,SKU0014,0.0,131.0,7,85.0
2024-07-15,SKU0014,0.0,0.0,7,85.0
2024-07-22,SKU0014,109.0,109.0,7,85.0
2024-07-29,SKU0014,50.0,153.0,7,85.0
2024-08-05,SKU0014,0.0,0.0,7,85.0
2024-08-12,SKU0014,0.0,0.0,7,85.0
2024-08-19,SKU0014,0.0,0.0,7,85.0
2024-08-26,SKU0014,0.0,0.0,7,85.0
2024-09-02,SKU0014,0.0,,7,85.0
2024-09-09,SKU0014,0.0,0.0,7,85.0
2024-09-16,SKU0014,0.0,167.0,7,85.0
2024-09-23,SKU0014,118.0,118.0,7,85.0
2024-09-30,SKU0014,79.0,0.0,7,85.0
2024-10-07,SKU0014,48.0,149.0,7,85.0
2024-10-14,SKU0014,12.0,136.0,7,85.0
2024-10-21,SKU0014,0.0,125.0,7,85.0
2024-10-28,SKU0014,127.0,127.0,7,85.0
2024-11-04,SKU0014,77.0,169.0,7,85.0
2024-11-11,SKU0014,31.0,108.0,7,85.0
2024-11-18,SKU0014,0.0,161.0,7,85.0
2024-11-25,SKU0014,114.0,114.0,7,85.0
2024-12-02,SKU0014,55.0,0.0,7,85.0
2024-12-09,SKU0014,0.0,147.0,7,85.0
2024-12-16,SKU0014,0.0,102.0,7,85.0
2024-12-23,SKU0014,0.0,167.0,7,85.0
2024-12-30,SKU0014,0.0,151.0,7,85.0
2025-01-06,SKU0014,0.0,165.0,7,85.0
2025-01-13,SKU0014,0.0,157.0,7,85.0
2025-01-20,SKU0014,0.0,137.0,7,85.0
2025-01-27,SKU0014,139.0,139.0,7,85.0
2025-02-03,SKU0014,193.0,151.0,7,85.0
2025-02-10,SKU0014,91.0,0.0,7,85.0
2025-02-17,SKU0014,7.0,110.0,7,85.0
2025-02-24,SKU0014,0.0,0.0,7,85.0
2025-03-03,SKU0014,0.0,0.0,7,85.0
2025-03-10,SKU0014,0.0,0.0,7,85.0
2025-03-17,SKU0014,0.0,0.0,7,85.0
2025-03-24,SKU0014,0.0,0.0,7,85.0
2025-03-31,SKU0014,0.0,0.0,7,85.0
