date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-04-26,SKU0011,46,214112.06,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,17,4,Spring,0,,512.0,0.0,14.0,472.0
2025-04-27,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,17,4,Spring,0,,512.0,0.0,14.0,472.0
2025-04-28,SKU0011,43,200148.22999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,4,Spring,0,,295.0,573.0,14.0,472.0
2025-04-29,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,4,Spring,0,,295.0,573.0,14.0,472.0
2025-04-30,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,4,Spring,0,,295.0,573.0,14.0,472.0
2025-05-01,SKU0011,35,162911.34999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,5,Spring,0,,295.0,573.0,14.0,472.0
2025-05-02,SKU0011,24,111710.63999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,5,Spring,0,,295.0,573.0,14.0,472.0
2025-05-03,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,5,Spring,0,,295.0,573.0,14.0,472.0
2025-05-04,SKU0011,47,218766.66999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,18,5,Spring,0,,295.0,573.0,14.0,472.0
2025-05-05,SKU0011,27,125674.46999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-06,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-07,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-08,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-09,SKU0011,36,167565.96,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-10,SKU0011,50,232730.49999999997,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-11,SKU0011,52,242039.71999999997,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,19,5,Spring,0,,87.0,0.0,14.0,472.0
2025-05-12,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-13,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-14,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-15,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-16,SKU0011,47,218766.66999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-17,SKU0011,42,195493.62,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-18,SKU0011,37,172220.56999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,20,5,Spring,0,,0.0,622.0,14.0,472.0
2025-05-19,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-20,SKU0011,36,167565.96,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-21,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-22,SKU0011,29,134983.69,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-23,SKU0011,27,125674.46999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-24,SKU0011,33,153602.12999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-25,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,21,5,Spring,0,,0.0,917.0,14.0,472.0
2025-05-26,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-05-27,SKU0011,28,130329.07999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-05-28,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-05-29,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-05-30,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-05-31,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,22,5,Spring,0,,0.0,726.0,14.0,472.0
2025-06-01,SKU0011,79,298368.78,3776.82,1,Decor,Rugs,2024-10-03,2369.07,4654.61,22,6,Summer,0,Summer Clearance,0.0,726.0,14.0,472.0
2025-06-02,SKU0011,69,267990.48,3883.92,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-03,SKU0011,74,273907.3,3701.45,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-04,SKU0011,71,278294.44,3919.64,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-05,SKU0011,81,325678.32,4020.72,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-06,SKU0011,57,234519.09,4114.37,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-07,SKU0011,78,299310.96,3837.32,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-08,SKU0011,42,155422.68,3700.54,1,Decor,Rugs,2024-10-03,2369.07,4654.61,23,6,Summer,0,Summer Clearance,0.0,0.0,14.0,472.0
2025-06-09,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-10,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-11,SKU0011,24,111710.63999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-12,SKU0011,27,125674.46999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-13,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-14,SKU0011,39,181529.78999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-15,SKU0011,34,158256.74,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,24,6,Summer,0,,0.0,651.0,14.0,472.0
2025-06-16,SKU0011,32,148947.52,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-17,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-18,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-19,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-20,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-21,SKU0011,34,158256.74,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-22,SKU0011,29,134983.69,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,25,6,Summer,0,,728.0,728.0,14.0,472.0
2025-06-23,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-24,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-25,SKU0011,37,172220.56999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-26,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-27,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-28,SKU0011,37,172220.56999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-29,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,26,6,Summer,0,,1342.0,881.0,14.0,472.0
2025-06-30,SKU0011,31,144292.91,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,6,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-01,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-02,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-03,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-04,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-05,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-06,SKU0011,34,158256.74,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,27,7,Summer,0,,1114.0,0.0,14.0,472.0
2025-07-07,SKU0011,14,65164.53999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-08,SKU0011,15,69819.15,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-09,SKU0011,24,111710.63999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-10,SKU0011,28,130329.07999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-11,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-12,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-13,SKU0011,43,200148.22999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,28,7,Summer,0,,957.0,0.0,14.0,472.0
2025-07-14,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-15,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-16,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-17,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-18,SKU0011,14,65164.53999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-19,SKU0011,11,51200.71,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-20,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,29,7,Summer,0,,811.0,0.0,14.0,472.0
2025-07-21,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-22,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-23,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-24,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-25,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-26,SKU0011,24,111710.63999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-27,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,30,7,Summer,0,,679.0,0.0,14.0,472.0
2025-07-28,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,7,Summer,0,,562.0,0.0,14.0,472.0
2025-07-29,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,7,Summer,0,,562.0,0.0,14.0,472.0
2025-07-30,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,7,Summer,0,,562.0,0.0,14.0,472.0
2025-07-31,SKU0011,29,134983.69,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,7,Summer,0,,562.0,0.0,14.0,472.0
2025-08-01,SKU0011,33,153602.12999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,8,Summer,0,,562.0,0.0,14.0,472.0
2025-08-02,SKU0011,28,130329.07999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,8,Summer,0,,562.0,0.0,14.0,472.0
2025-08-03,SKU0011,28,130329.07999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,31,8,Summer,0,,562.0,0.0,14.0,472.0
2025-08-04,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-05,SKU0011,8,37236.88,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-06,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-07,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-08,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-09,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-10,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,32,8,Summer,0,,403.0,698.0,14.0,472.0
2025-08-11,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-12,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-13,SKU0011,27,125674.46999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-14,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-15,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,1,,249.0,657.0,14.0,472.0
2025-08-16,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-17,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,33,8,Summer,0,,249.0,657.0,14.0,472.0
2025-08-18,SKU0011,15,69819.15,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-19,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-20,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-21,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-22,SKU0011,11,51200.71,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-23,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-24,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,34,8,Summer,0,,123.0,820.0,14.0,472.0
2025-08-25,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-26,SKU0011,14,65164.53999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-27,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-28,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-29,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-30,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-08-31,SKU0011,14,65164.53999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,35,8,Summer,0,,0.0,0.0,14.0,472.0
2025-09-01,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-02,SKU0011,15,69819.15,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-03,SKU0011,13,60509.92999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-04,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-05,SKU0011,11,51200.71,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-06,SKU0011,14,65164.53999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-07,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,36,9,Autumn,0,,0.0,613.0,14.0,472.0
2025-09-08,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-09,SKU0011,9,41891.49,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-10,SKU0011,10,46546.1,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-11,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-12,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-13,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-14,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,37,9,Autumn,0,,0.0,791.0,14.0,472.0
2025-09-15,SKU0011,16,74473.76,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-16,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-17,SKU0011,11,51200.71,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-18,SKU0011,12,55855.31999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-19,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-20,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-21,SKU0011,24,111710.63999999998,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,38,9,Autumn,0,,0.0,0.0,14.0,472.0
2025-09-22,SKU0011,18,83782.98,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-23,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-24,SKU0011,12,55855.31999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-25,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-26,SKU0011,10,46546.1,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-27,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-28,SKU0011,25,116365.24999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,39,9,Autumn,0,,735.0,735.0,14.0,472.0
2025-09-29,SKU0011,22,102401.42,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,9,Autumn,0,,612.0,0.0,14.0,472.0
2025-09-30,SKU0011,11,51200.71,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,9,Autumn,0,,612.0,0.0,14.0,472.0
2025-10-01,SKU0011,30,139638.3,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,10,Autumn,0,,612.0,0.0,14.0,472.0
2025-10-02,SKU0011,15,69819.15,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,10,Autumn,1,,612.0,0.0,14.0,472.0
2025-10-03,SKU0011,26,121019.85999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,10,Autumn,0,,612.0,0.0,14.0,472.0
2025-10-04,SKU0011,15,69819.15,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,10,Autumn,0,,612.0,0.0,14.0,472.0
2025-10-05,SKU0011,23,107056.03,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,40,10,Autumn,0,,612.0,0.0,14.0,472.0
2025-10-06,SKU0011,9,41891.49,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-07,SKU0011,12,55855.31999999999,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-08,SKU0011,20,93092.2,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-09,SKU0011,19,88437.59,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-10,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-11,SKU0011,17,79128.37,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
2025-10-12,SKU0011,21,97746.81,4654.61,0,Decor,Rugs,2024-10-03,2369.07,4654.61,41,10,Autumn,0,,473.0,0.0,14.0,472.0
